SUDT ACCESSPORT LOG FILE - Monitor mode

Monitor: COM23
Create Time: 2026-06-09, 15:53:53
Computer Name: Äüÿ
System version:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

139	15:53:35.519	0.00003360	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 34 33 2C 22 54 22 3A 37 37 35 37 37 36 2C 22 44 22 3A 31 35 33 2C 22 50 22 3A 32 38 2C 22 58 63 	
140	15:53:35.520	0.00000360	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
141	15:53:35.520	0.00000370	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
142	15:53:35.521	0.00854480	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
143	15:53:35.760	0.00001650	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 702, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 34 35 2C 22 54 22 3A 37 37 35 38 35 30 2C 22 44 22 3A 31 31 35 2C 22 50 22 3A 35 33 2C 22 58 63 	
144	15:53:35.760	0.00000210	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
145	15:53:35.760	0.00000190	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
146	15:53:35.763	0.01764270	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
147	15:53:35.831	0.00004070	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 351, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 35 31 2C 22 54 22 3A 37 37 36 31 30 31 2C 22 44 22 3A 31 31 35 2C 22 50 22 3A 32 36 2C 22 58 63 	
148	15:53:35.831	0.00002930	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
149	15:53:35.831	0.00001070	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
150	15:53:35.833	0.02601620	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
151	15:53:35.898	0.00001900	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 35 34 2C 22 54 22 3A 37 37 36 31 37 36 2C 22 44 22 3A 31 31 37 2C 22 50 22 3A 31 37 2C 22 58 63 	
152	15:53:35.898	0.00000370	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
153	15:53:35.898	0.00000250	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
154	15:53:35.899	0.01919750	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
155	15:53:35.994	0.00002380	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 352, Data: 4A 53 30 30 36 43 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 35 36 2C 22 54 22 3A 37 37 36 32 33 39 2C 22 44 22 3A 31 32 32 2C 22 50 22 3A 31 2C 22 58 63 6D 	
156	15:53:35.994	0.00000320	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
157	15:53:35.994	0.00002130	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
158	15:53:35.996	0.00640970	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
159	15:53:36.095	0.00002550	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 118, Data: 4A 53 30 30 36 45 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 35 39 2C 22 54 22 3A 37 37 36 33 32 36 2C 22 44 22 3A 31 31 37 2C 22 50 22 3A 2D 36 39 2C 22 58 	
162	15:53:36.173	0.00001830	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 117, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 36 30 2C 22 54 22 3A 37 37 36 34 32 33 2C 22 44 22 3A 31 33 32 2C 22 50 22 3A 39 35 2C 22 58 63 	
163	15:53:36.173	0.00374520	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
164	15:53:36.173	0.00000230	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
165	15:53:36.248	0.00002020	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 36 31 2C 22 54 22 3A 37 37 36 34 39 36 2C 22 44 22 3A 31 32 34 2C 22 50 22 3A 39 33 2C 22 58 63 	
166	15:53:36.248	0.00001140	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
167	15:53:36.248	0.00000250	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
168	15:53:36.249	0.08355820	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
169	15:53:36.379	0.00001750	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 36 33 2C 22 54 22 3A 37 37 36 36 35 36 2C 22 44 22 3A 31 32 36 2C 22 50 22 3A 37 35 2C 22 58 63 	
170	15:53:36.379	0.00000240	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
171	15:53:36.379	0.00000170	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
172	15:53:36.380	0.00682040	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
173	15:53:36.446	0.00001770	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 351, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 36 35 2C 22 54 22 3A 37 37 36 37 30 36 2C 22 44 22 3A 31 32 34 2C 22 50 22 3A 34 32 2C 22 58 63 	
174	15:53:36.446	0.00003260	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
175	15:53:36.446	0.00000200	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
176	15:53:36.447	0.01106010	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
177	15:53:36.501	0.00001520	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 36 38 2C 22 54 22 3A 37 37 36 37 38 31 2C 22 44 22 3A 31 32 31 2C 22 50 22 3A 34 38 2C 22 58 63 	
178	15:53:36.501	0.00000190	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
179	15:53:36.501	0.00000150	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
180	15:53:36.503	0.00979450	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
181	15:53:36.599	0.00001830	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 468, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 37 30 2C 22 54 22 3A 37 37 36 38 33 31 2C 22 44 22 3A 31 32 31 2C 22 50 22 3A 33 32 2C 22 58 63 	
182	15:53:36.599	0.00000320	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
183	15:53:36.599	0.00000260	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
184	15:53:36.601	0.00751290	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
185	15:53:36.688	0.00002240	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 236, Data: 4A 53 30 30 36 45 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 37 34 2C 22 54 22 3A 37 37 36 39 33 31 2C 22 44 22 3A 31 31 37 2C 22 50 22 3A 2D 31 35 2C 22 58 	
186	15:53:36.688	0.00000410	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
187	15:53:36.688	0.00000270	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
188	15:53:36.690	0.04482440	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
189	15:53:36.771	0.00002160	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 118, Data: 4A 53 30 30 36 45 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 37 36 2C 22 54 22 3A 37 37 37 30 35 34 2C 22 44 22 3A 31 31 38 2C 22 50 22 3A 2D 37 38 2C 22 58 	
190	15:53:36.771	0.05974400	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
191	15:53:36.771	0.00000190	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
192	15:53:36.867	0.00002640	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 117, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 37 37 2C 22 54 22 3A 37 37 37 31 35 33 2C 22 44 22 3A 31 34 33 2C 22 50 22 3A 36 33 2C 22 58 63 	
193	15:53:36.867	0.09044710	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
194	15:53:36.867	0.00001720	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
195	15:53:37.001	0.00002390	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 37 38 2C 22 54 22 3A 37 37 37 32 37 35 2C 22 44 22 3A 31 34 30 2C 22 50 22 3A 33 31 2C 22 58 63 	
196	15:53:37.001	0.00002130	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
197	15:53:37.001	0.00000230	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
198	15:53:37.002	0.00284630	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
199	15:53:37.064	0.00002170	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 38 30 2C 22 54 22 3A 37 37 37 33 32 35 2C 22 44 22 3A 31 34 33 2C 22 50 22 3A 31 33 2C 22 58 63 	
200	15:53:37.064	0.00000290	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
201	15:53:37.064	0.00000370	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
202	15:53:37.065	0.00001640	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 117, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 38 32 2C 22 54 22 3A 37 37 37 33 38 37 2C 22 44 22 3A 31 33 38 2C 22 50 22 3A 31 36 2C 22 58 63 	
203	15:53:37.065	0.00004390	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
204	15:53:37.065	0.00003720	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
205	15:53:37.066	0.02281760	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
206	15:53:37.148	0.00001540	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 351, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 38 33 2C 22 54 22 3A 37 37 37 34 31 32 2C 22 44 22 3A 31 33 32 2C 22 50 22 3A 31 32 2C 22 58 63 	
207	15:53:37.148	0.00000220	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
208	15:53:37.148	0.00000140	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
209	15:53:37.149	0.01683460	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
210	15:53:37.248	0.00002220	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 468, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 38 36 2C 22 54 22 3A 37 37 37 34 38 37 2C 22 44 22 3A 31 33 36 2C 22 50 22 3A 31 36 2C 22 58 63 	
211	15:53:37.248	0.00003580	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
212	15:53:37.248	0.00003270	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
213	15:53:37.250	0.13840450	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
214	15:53:37.401	0.00001650	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 116, Data: 4A 53 30 30 36 43 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 39 30 2C 22 54 22 3A 37 37 37 37 30 37 2C 22 44 22 3A 31 34 32 2C 22 50 22 3A 37 2C 22 58 63 6D 	
215	15:53:37.401	0.01174390	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
216	15:53:37.401	0.00004320	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
217	15:53:37.463	0.00002260	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 116, Data: 4A 53 30 30 36 43 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 39 31 2C 22 54 22 3A 37 37 37 37 33 32 2C 22 44 22 3A 31 34 30 2C 22 50 22 3A 38 2C 22 58 63 6D 	
218	15:53:37.463	0.02211420	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
219	15:53:37.463	0.00000220	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
220	15:53:37.529	0.00001480	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 234, Data: 4A 53 30 30 36 44 7B 22 54 57 52 22 3A 20 7B 22 61 31 36 22 3A 22 36 35 37 42 22 2C 22 52 22 3A 39 32 2C 22 54 22 3A 37 37 37 38 30 37 2C 22 44 22 3A 31 33 31 2C 22 50 22 3A 35 37 2C 22 58 63 	
221	15:53:37.529	0.00000320	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23	SUCCESS		
222	15:53:37.529	0.00000200	Ai_Thinker_PDO	IRP_MJ_READ                         	COM23	SUCCESS	Length: 0, Data: 	
223	15:53:37.530	0.00000000	Ai_Thinker_PDO	IOCTL_SERIAL_WAIT_ON_MASK           	COM23			
